Compactness,Smoothness,Aspect_Ratio,Rectangularity,Mean_Red,Mean_Hue,Variety,Ripeness
39.37557389728645,0.011198780392814568,1.2080536912751678,0.6115865026099926,152.56161823224406,26.27319727481008,D175_UdangMerah,mature
57.171239691452804,0.009083006148316001,0.37555555555555553,0.627258382642998,172.6941074523397,60.49841132293472,D175_UdangMerah,mature
309.81458682650646,0.004328229032900531,0.984375,0.4867485894097222,144.31672453793811,59.374312940846735,D24,mature
140.73671923348428,0.005574751351089776,1.0,0.5451068878173828,127.76668644933336,34.79809948381042,D175_UdangMerah,mature
174.6764364076923,0.004384548743891269,1.0,0.6009407043457031,118.68123726036991,0.0,D197_MusangKing,mature
106.18066224789625,0.0068781686228084876,1.0,0.4166987056260413,190.04443721827275,37.12230046421924,D197_MusangKing,mature
179.35135319955387,0.004064372477748752,1.0,0.6231803894042969,135.6872693504426,44.77907691936612,D24,mature
162.83415366100346,0.0038805711583536602,1.0,0.6222763061523438,136.6099561999698,36.42077027639329,D197_MusangKing,mature
324.99139356112323,0.002244189005982787,1.0,0.5966358184814453,149.22698357042677,61.492298637547584,D24,mature
220.89842723847352,0.003004949308022191,0.919921875,0.6008140094214437,145.70949588093706,52.72889446384378,D175_UdangMerah,mature
299.7287111313778,0.0031189223221298554,1.0,0.5769805908203125,149.97083943545147,53.84859186873857,D175_UdangMerah,mature
70.00634442676996,0.005199809610840151,1.0,0.6529693603515625,140.5098255992313,53.85006048748864,D197_MusangKing,mature
93.69816391977126,0.008559876908184336,0.8137254901960784,0.5688415426411528,176.13828305671612,31.143610972696028,D197_MusangKing,mature
26.900324255245298,0.017958220158075158,1.1941747572815533,0.6573723261504459,171.62226239516343,23.659218208220963,D175_UdangMerah,mature
431.09091513352513,0.004105120666833868,1.7386759581881532,0.34697967363298027,188.32475350685937,26.82065332741621,D197_MusangKing,mature
162.10427810548603,0.003662863010292255,1.3800539083557952,0.6196697060309974,115.41745505556993,79.94564917876735,D24,mature
61.73770636982156,0.007227403480509866,0.9361702127659575,0.5997832939322301,113.45971400734173,26.072088651819193,D24,mature
190.4446702587494,0.0031349210929468552,1.0,0.4585857391357422,84.44951850430039,0.0,D24,mature
64.7061986975309,0.009249859177379704,0.7399527186761229,0.5457065385690224,185.1293335335964,23.46809672706419,D2,mature
113.80989727314667,0.008894248359491734,1.2516556291390728,0.60811083079295,183.88874119743207,16.32483950337962,D197_MusangKing,mature
